,C22,C64,C88,C117,C119A,C26A,C26B,C68A,C68B,C107A,C107B,C127,C137A,C137B,C172A,C172B,C27A,C27B,C69A,C69B,C108A,C108B,C138A,C138B,C173A,C173B,C29A,C29B,C71A,C71B,C39,C81,C110,C140,C17,C57,C41,C83,C112,C130,C142,C175
219,6.98,,,,,,1.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
220,32.56,,,,,,Don't know,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
221,9.3,,,,,,7.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
222,13.95,,,,,,22.0,,,,,,,,,,,2.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
223,4.65,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
224,13.95,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
225,23.26,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
226,4.65,,,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,6.0,,,No,,,,Pre-paid,,No,,,,,
227,9.3,,,,,12.0,22.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
228,4.65,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
229,27.91,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
230,,,,,,23.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
231,18.6,,,,,,18.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
232,13.95,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
233,18.6,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
234,23.26,,,,,,4.0,,,,,,,,,,,2.0,,,,,,,,,,8.0,,,No,,,,Pre-paid,,No,,,,,
235,18.6,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
236,,,,,,,17.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
237,27.91,,,,,21.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,3.0,1.0,,,No,,,,Pre-paid,,No,,,,,
238,,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
239,,,,,,,21.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
242,9.3,,,,,15.0,16.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,Don't know,,,No,,,,Pre-paid,,No,,,,,
243,9.3,,,,,20.0,Don't know,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
245,46.51,,,,,20.0,22.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Fixed monthly fee,,Yes,,,,,
246,18.6,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
247,13.95,,,,,22.0,22.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
248,41.86,,,,,13.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
249,6.98,,,,,20.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251,18.6,,,,,5.0,18.0,,,,,,,,,,2.0,2.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
252,6.98,,,,,,20.0,,,,,,,,,,,1.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
253,11.63,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,7.0,,,No,,,,Pre-paid,,No,,,,,
254,18.6,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,No,,,,Pre-paid,,No,,,,,
255,69.77,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
256,32.56,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
257,9.3,,,,,7.0,Don't know,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
258,23.26,,,,,Don't know,21.0,,,,,,,,,,Don't know,4.0,,,,,,,,,Don't know,1.0,,,Yes,,,,Pre-paid,,No,,,,,
259,6.98,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
260,37.21,,,,,24.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
261,23.26,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
262,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
263,27.91,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
264,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
265,46.51,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
266,9.3,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay based on lights and appliances used,,,,,,,
268,4.65,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
269,18.6,,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
270,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
271,162.79,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
272,23.26,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
273,13.95,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
274,23.26,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
275,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
276,37.21,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
277,9.3,,,,,,12.0,,,,,,,,,,,4.0,,,,,,,,,,6.0,,,No,,,,Pre-paid,,No,,,,,
278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay based on lights and appliances used,,,,,,,
279,32.56,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
280,93.02,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
281,,,,,,18.0,21.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
282,18.6,,,,,Don't know,13.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
283,,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
284,27.91,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
285,93.02,,,,,,Don't know,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
286,69.77,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
287,4.65,,,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
290,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
293,23.26,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
294,162.79,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
295,18.6,,,,,,7.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
296,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
297,46.51,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
298,23.26,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
299,74.42,,,,,22.0,23.0,,,,,,,,,,3.0,3.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
300,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
302,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
303,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
305,11.63,,,,,12.0,20.0,,,,,,,,,,2.0,3.0,,,,,,,,,Don't know,1.0,,,Yes,,,,Pre-paid,,No,,,,,
306,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
307,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay based on lights and appliances used,,,,,,,
308,18.6,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
310,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Pay based on lights and appliances used,,,,,,,
311,6.98,,,,,20.0,20.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
313,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
314,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
318,18.6,,,,,,17.0,,,,,,,,,,,3.0,,,,,,,,,,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
319,9.3,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,Yes,,,,Pre-paid,,No,,,,,
320,13.95,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
321,9.3,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
322,6.98,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
323,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
324,93.02,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
325,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
326,69.77,,,,,,Don't know,,,,,,,,,,,Don't know,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
327,13.95,,,,,22.0,23.0,,,,,,,,,,4.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
328,37.21,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
329,46.51,,,,,Don't know,24.0,,,,,,,,,,Don't know,4.0,,,,,,,,,Don't know,1.0,,,No,,,,Pre-paid,,No,,,,,
330,,,,,,12.0,20.0,,,,,,,,,,1.0,3.0,,,,,,,,,2.0,2.0,,,No,,,,Other,,No,,,,,
331,18.6,,,,,,6.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
332,69.77,,,,,20.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,2.0,1.0,,,No,,,,Pre-paid,,No,,,,,
333,,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
334,18.6,,,,,22.0,22.0,,,,,,,,,,3.0,3.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
335,23.26,,,,,22.0,24.0,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
336,9.3,,,,,22.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
337,55.81,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
338,32.56,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
339,11.63,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
340,93.02,,,,,23.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
341,23.26,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
342,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
343,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
344,74.42,,,,,20.0,23.0,,,,,,,,,,3.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
345,27.91,,,,,,2.0,,,,,,,,,,,1.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
346,93.02,,,,,24.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
347,27.91,,,,,Don't know,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,Don't know,Don't know,,,No,,,,Pre-paid,,No,,,,,
348,23.26,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
349,,,,,,,19.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
350,18.6,,,,,,21.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
351,18.6,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,No,,,,Pre-paid,,No,,,,,
352,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
353,23.26,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
354,27.91,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
355,23.26,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
356,27.91,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
357,93.02,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
358,13.95,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,No,,,,Pre-paid,,No,,,,,
359,74.42,,,,,,22.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
360,,,,,,,,,,,,,,,,16.0,,,,,,,,,,4.0,,,,,,,,,,,,,,,,No
361,13.95,,,,,17.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
362,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
365,23.26,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
366,11.63,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
367,13.95,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
368,13.95,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
369,23.26,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
370,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
371,79.07,,,,,15.0,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,Yes,,,,Pre-paid,,No,,,,,
372,6.98,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
373,93.02,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Monthly bill,,No,,,,,
374,139.53,,,,,,21.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
375,32.56,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
376,69.77,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
377,46.51,,,,,18.0,20.0,,,,,,,,12.0,12.0,2.0,4.0,,,,,,,4.0,4.0,4.0,2.0,,,No,,,,Pre-paid,,No,,,,,No
378,232.56,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
379,,,,,,,1.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
380,23.26,,,,,,24.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
381,93.02,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
382,6.98,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
383,,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,3.0,,,No,,,,Pre-paid,,No,,,,,
384,69.77,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
385,55.81,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
386,69.77,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
387,55.81,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
388,46.51,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,Yes,,,,Pre-paid,,No,,,,,
389,,,,,,22.0,23.0,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
390,9.3,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Fixed monthly fee,,No,,,,,
391,18.6,,,,,,6.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
392,32.56,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
393,46.51,,,,,23.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
394,46.51,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
395,,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
396,116.28,,,,,,23.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
397,93.02,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
398,69.77,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
399,93.02,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
400,93.02,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
401,55.81,,,,,,21.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
402,,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
403,18.6,,,,,,21.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
404,46.51,,,,,Don't know,22.0,,,,,,,,,,2.0,3.0,,,,,,,,,1.0,1.0,,,Don?t know,,,,Pre-paid,,No,,,,,
405,232.56,,,,,,Don't know,,,,,,,,,,,Don't know,,,,,,,,,,Don't know,,,No,,,,Pre-paid,,No,,,,,
406,46.51,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
407,41.86,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,4.0,,,No,,,,Pre-paid,,No,,,,,
408,27.91,,,,,,20.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,Yes,,,,Pre-paid,,No,,,,,
409,23.26,,,,,18.0,20.0,,,,,,,,,,2.0,4.0,,,,,,,,,2.0,2.0,,,No,,,,Pre-paid,,No,,,,,
410,18.6,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
411,4.65,,,,,12.0,21.0,,,,,,,,,,2.0,4.0,,,,,,,,,3.0,1.0,,,No,,,,Fixed monthly fee,,No,,,,,
412,4.65,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
413,32.56,,,,,15.0,23.0,,,,,,,,,,1.0,4.0,,,,,,,,,1.0,Don't know,,,Yes,,,,Pre-paid,,No,,,,,
414,69.77,,,,,,20.0,,,,,,,,,,,3.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
415,4.65,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
416,69.77,,,,,20.0,20.0,,,,,,,,,,3.0,3.0,,,,,,,,,3.0,2.0,,,No,,,,Pre-paid,,No,,,,,
417,186.05,,,,,,21.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
418,139.53,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
419,13.95,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Pre-paid,,No,,,,,
420,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
421,9.3,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
422,9.3,,,,,,23.0,,,,,,,,,,,1.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
423,13.95,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,3.0,,,No,,,,Other,,No,,,,,
424,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
425,23.26,,,,,Don't know,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
426,18.6,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
427,18.6,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,2.0,,,No,,,,Other,,No,,,,,
428,20.93,,,,,Don't know,24.0,,,,,,,,,,2.0,4.0,,,,,,,,,1.0,1.0,,,No,,,,Pre-paid,,No,,,,,
429,46.51,,,,,8.0,24.0,,,,,,,,,,4.0,4.0,,,,,,,,,1.0,Don't know,,,Yes,,,,Fixed monthly fee,,No,,,,,
430,4.65,,,,,,23.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
431,9.3,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,2.33,,,,,,24.0,,,,,,,,,,,4.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
434,2.33,,,,,,22.0,,,,,,,,,,,3.0,,,,,,,,,,1.0,,,No,,,,Pre-paid,,No,,,,,
435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
436,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
